35	92	24	66	100	79	25
50	9	29	69	72	20	57
57	78	78	78	78	78	40
25	31	31	41	61	97	99
46	46	78	82	90	91	96
88	100	100	100	100	100	100
5	78	78	78	78	78	78
87	58	58	58	58	58	69
60	31	31	31	31	31	31
50	95	95	34	44	18	52
3	73	3	4	13	75	15
38	64	64	64	64	64	67
66	39	51	66	69	69	79
23	16	80	73	19	12	98
45	98	98	98	98	98	56
50	36	54	49	89	83	40
2	73	73	73	73	73	73
30	39	42	47	70	86	96
62	50	62	77	28	10	66
32	12	59	97	8	47	15
17	20	20	80	8	25	33
59	15	15	44	14	85	10
53	18	48	51	67	70	83
89	84	48	84	38	79	79
4	27	27	93	1	96	9
4	52	52	52	52	52	19
7	4	4	4	4	4	63
89	77	77	77	77	77	68
34	99	99	99	99	99	99
47	6	6	76	36	27	51
55	40	40	37	39	96	13
1	36	37	42	48	71	89
68	14	14	14	14	14	50
15	58	58	58	58	58	58
45	40	40	49	24	33	37
87	6	6	6	6	6	76
71	32	79	84	91	20	29
6	67	67	80	31	41	16
11	37	42	46	2	2	53
22	65	75	71	59	92	44
74	96	96	1	82	58	81
73	48	55	60	67	67	67
11	29	29	29	29	29	56
59	95	11	63	52	38	21
54	88	95	50	78	12	8
58	11	11	11	11	11	17
2	57	74	84	84	84	85
78	80	96	76	55	43	65
81	29	29	29	29	29	69
81	29	29	97	60	9	81
65	25	26	28	29	45	53
85	51	51	51	51	51	30
54	28	28	28	28	28	93
11	33	33	33	33	33	88
59	27	27	72	87	21	90
57	14	14	14	26	46	62
36	67	67	67	67	67	50
5	51	62	62	62	64	80
73	72	59	97	39	66	17
39	21	55	74	74	74	86
49	28	28	15	44	27	81
13	48	49	27	2	88	53
2	20	20	20	20	20	84
86	50	3	22	21	40	63
61	25	30	32	38	56	88
66	12	12	12	12	12	79
9	68	68	25	48	2	70
5	81	29	7	31	6	39
38	80	4	96	67	6	1
13	43	43	43	43	43	12
77	75	75	75	75	75	68
55	76	76	76	76	76	13
38	78	78	92	81	90	1
6	43	43	43	43	43	34
49	36	36	94	81	83	20
15	17	51	59	65	97	98
41	44	46	49	50	59	67
73	48	8	37	2	9	100
57	76	18	72	40	82	98
7	58	54	56	67	4	84
77	14	14	9	26	61	71
53	70	90	36	71	28	72
87	30	37	6	95	96	48
42	17	56	16	37	48	78
33	63	63	45	38	40	51
12	94	94	94	94	94	94
60	91	89	29	9	50	15
74	77	77	31	81	100	26
63	17	20	38	92	96	96
33	44	44	40	67	39	90
85	32	9	95	44	100	13
66	5	5	39	87	20	98
14	63	67	24	80	65	93
46	80	80	80	80	80	24
17	55	55	86	3	41	26
63	59	59	53	56	93	86
50	14	14	14	14	14	74
34	22	60	19	38	95	81
75	39	39	36	2	42	2
83	86	86	86	86	86	86
4	15	45	58	58	58	88
57	62	9	41	27	40	50
81	24	38	47	56	61	71
35	4	90	80	4	66	93
61	62	82	5	29	100	91
80	50	97	49	25	5	75
71	9	10	21	59	64	82
66	66	69	73	79	83	89
66	58	58	58	58	58	15
13	9	9	9	9	9	98
86	69	69	69	69	69	42
79	71	71	71	71	71	71
61	77	77	77	77	77	77
81	52	52	52	52	52	34
49	75	75	75	75	75	34
79	93	93	93	93	93	83
67	36	36	36	36	36	36
4	21	18	79	60	64	65
9	37	37	39	39	39	44
52	77	77	77	77	77	26
15	20	20	20	20	20	3
69	13	96	89	79	77	31
3	80	80	80	80	80	20
18	23	25	55	57	66	73
3	49	3	59	85	28	56
69	95	11	90	50	9	8
26	23	32	73	85	85	100
72	82	82	82	82	82	51
89	23	23	23	23	23	81
47	21	21	21	21	21	5
32	51	51	67	6	97	81
32	6	42	24	46	75	30
51	32	9	24	58	81	13
75	16	17	17	17	26	33
21	24	24	67	79	13	26
61	41	73	90	47	85	45
29	75	27	22	44	93	14
46	27	46	51	30	45	98
9	80	80	80	78	45	60
36	21	30	47	70	93	96
38	43	43	43	43	43	86
9	57	57	57	57	57	87
21	71	71	71	71	71	70
6	13	43	44	53	74	91
9	7	7	7	7	7	85
34	26	26	62	24	65	13
66	46	12	90	41	3	36
76	54	34	41	49	34	41
64	56	56	38	40	19	59
83	9	9	22	78	92	100
16	88	88	88	88	88	88
87	26	51	67	67	67	67
55	16	32	35	37	65	66
6	21	21	11	61	49	96
63	96	96	96	96	96	26
84	25	25	25	25	25	43
47	90	6	92	55	72	95
42	3	3	3	3	3	99
83	9	9	52	100	17	67
13	11	11	34	66	71	18
9	85	85	67	7	26	89
23	68	68	68	68	68	68
32	44	44	44	44	44	76
18	43	78	27	26	43	57
39	62	62	44	89	71	84
47	22	47	8	46	65	72
19	17	17	17	17	17	77
17	13	15	42	57	68	81
80	89	96	36	72	32	60
41	86	86	86	86	86	86
54	67	67	67	67	67	81
2	19	19	19	20	78	88
40	46	49	52	88	89	100
71	26	90	10	17	43	72
69	65	28	3	38	71	23
6	9	23	65	42	88	91
33	78	31	51	40	32	92
26	20	29	95	51	52	53
8	16	86	53	18	75	37
39	23	23	23	23	23	11
65	84	84	84	84	84	91
72	80	25	50	58	76	58
60	3	3	79	14	86	56
78	17	26	60	43	52	33
74	75	49	73	45	100	97
21	30	30	30	30	30	13
36	87	87	87	87	87	87
16	17	20	23	42	52	87
23	83	83	52	81	50	73
59	74	6	56	53	8	54
72	96	96	96	96	96	82
85	33	36	64	69	76	92
51	95	95	44	36	9	66
25	27	32	37	51	53	77
25	84	83	68	41	38	22
22	74	80	99	46	48	84
41	76	34	74	48	94	88
6	9	37	40	53	72	95
90	98	98	98	98	98	74
55	14	20	21	54	67	89
77	90	69	27	7	3	51
79	81	81	3	31	97	33
61	17	18	24	36	42	73
48	95	95	91	88	99	68
57	37	42	60	71	85	96
14	49	49	72	57	50	7
24	78	78	1	57	86	10
8	66	66	66	66	66	54
6	27	44	58	79	79	79
51	80	80	80	80	80	82
55	34	38	63	65	95	100
10	51	51	89	43	99	16
21	12	73	25	36	38	57
40	48	48	48	48	48	66
77	42	42	25	82	51	75
47	17	17	61	95	49	76
41	67	84	75	44	81	20
46	40	40	40	40	40	70
60	20	37	78	100	55	85
73	42	79	80	80	80	80
48	76	78	79	94	95	97
81	13	13	13	13	13	37
14	23	23	23	36	42	78
40	7	7	7	7	7	64
57	36	14	44	25	67	15
82	35	42	48	78	79	97
38	39	39	53	26	13	40
36	37	37	37	37	37	91
19	73	73	73	73	73	19
58	49	53	70	77	89	92
83	36	88	79	10	18	61
39	84	84	100	28	9	47
84	8	8	8	8	8	61
60	37	37	37	37	37	43
80	96	96	48	45	98	41
89	53	6	30	13	27	91
64	79	14	91	49	49	26
39	40	40	40	40	40	51
68	3	85	92	100	16	61
73	16	16	43	24	73	75
17	90	90	90	90	90	36
69	92	32	59	32	28	23
74	28	28	33	37	54	75
45	62	62	62	62	62	62
87	30	55	56	65	68	94
66	51	59	66	80	88	97
67	35	35	35	35	35	3
7	97	31	20	62	34	45
74	69	69	69	69	69	80
30	94	94	53	60	25	33
59	52	52	52	65	91	92
34	30	46	48	67	67	67
29	64	64	64	64	64	77
39	44	98	92	36	12	30
26	27	27	71	75	89	95
25	14	14	14	14	14	27
4	51	51	51	51	51	13
79	34	30	86	16	9	56
88	45	45	45	45	45	77
9	19	19	23	29	31	61
84	67	76	57	88	11	88
14	66	66	66	66	66	35
12	25	59	61	85	93	100
8	49	49	49	49	49	49
76	38	38	71	28	29	92
13	40	50	51	51	51	54
74	20	23	51	69	73	97
36	55	15	92	93	53	90
83	80	80	48	69	3	61
11	28	17	27	34	97	28
46	13	29	82	84	95	100
21	27	27	30	54	86	88
42	80	89	38	24	88	4
72	14	27	30	39	43	80
85	19	34	49	80	80	91
63	67	44	87	36	41	4
52	2	2	19	66	72	83
19	60	60	60	60	60	81
25	21	30	43	43	43	47
46	71	71	71	71	71	84
30	84	84	75	8	39	82
51	35	35	35	35	35	47
35	93	7	97	2	68	40
64	27	49	83	42	56	51
57	3	68	27	98	42	17
62	30	30	30	30	30	83
83	79	79	79	79	79	42
90	49	49	49	49	49	27
49	43	43	43	43	43	31
12	28	31	40	57	65	88
62	63	48	93	86	58	43
43	29	29	29	29	29	43
12	53	85	29	25	95	29
2	4	46	45	35	80	58
2	13	14	39	65	81	82
74	22	33	49	75	97	100
26	32	35	63	64	70	71
59	56	56	38	50	69	13
72	54	54	54	61	78	100
60	45	45	45	60	70	85
85	26	27	27	27	67	93
15	79	6	2	77	10	76
68	41	92	92	92	95	100
55	65	74	98	100	100	100
41	10	10	25	44	93	81
5	66	33	4	53	98	96
12	15	55	95	100	38	57
58	64	12	14	40	52	85
61	24	45	60	63	94	95
72	80	80	80	80	80	1
39	45	45	45	45	45	99
42	46	46	46	46	46	49
13	56	56	56	56	56	82
28	66	66	66	66	66	90
18	39	39	20	59	31	87
5	96	96	96	96	96	82
84	6	11	15	25	46	92
26	10	10	85	10	37	15
15	91	91	91	91	91	91
17	11	11	64	56	24	2
35	40	40	40	40	40	56
48	1	43	47	42	50	45
22	31	31	31	31	31	80
2	14	22	87	94	97	98
24	17	17	17	17	17	53
68	31	91	1	34	18	4
87	43	43	43	43	43	93
73	79	79	1	51	100	38
28	26	28	62	87	87	87
4	27	27	27	27	27	27
62	11	23	76	85	89	90
31	13	42	53	63	65	88
69	11	18	43	60	68	84
75	85	56	19	11	99	33
52	68	68	78	43	75	39
33	49	21	95	48	3	2
57	12	19	57	83	86	95
42	59	65	77	47	18	43
47	41	41	41	41	41	92
59	36	38	72	75	76	80
27	20	37	39	60	69	88
79	39	2	5	6	37	22
70	40	53	55	72	80	99
57	7	14	29	38	62	80
43	84	84	55	41	88	27
66	8	13	15	61	62	77
78	79	79	79	79	79	69
15	51	51	51	51	51	51
2	32	81	46	95	33	21
64	32	44	47	58	69	80
33	75	1	34	30	62	89
39	12	36	75	95	95	95
55	14	37	41	68	73	97
6	20	20	20	20	20	34
53	8	8	8	8	8	38
85	95	60	52	71	32	12
35	15	39	50	61	65	84
85	56	76	77	81	81	81
86	74	74	85	52	56	26
86	31	49	60	87	89	93
23	67	67	67	67	67	100
85	66	66	66	66	66	8
61	23	2	17	58	51	25
35	57	57	57	57	57	57
59	14	15	31	48	91	94
21	31	31	31	31	31	24
85	69	69	69	69	69	23
41	87	87	87	87	87	60
11	36	42	48	84	84	84
4	16	29	30	39	64	90
21	20	17	90	50	6	62
34	18	18	18	18	18	97
87	26	32	34	69	74	92
20	44	44	44	44	44	93
80	16	16	16	16	16	7
62	15	15	15	15	15	43
83	42	42	42	42	42	22
49	66	66	29	4	10	60
49	56	56	56	58	75	97
15	23	16	43	41	47	61
49	70	54	48	47	60	57
4	56	61	62	66	76	92
50	92	72	11	90	10	49
73	68	68	68	68	68	82
64	53	50	10	54	69	6
81	10	27	49	54	56	94
67	17	17	17	17	17	21
36	91	91	5	75	49	37
32	61	61	56	6	72	44
12	100	100	100	100	100	91
4	71	71	39	33	57	95
35	20	11	89	52	40	63
74	56	61	65	65	65	65
44	73	73	73	73	73	73
66	86	86	86	86	86	34
84	27	27	27	27	27	92
22	97	97	97	97	97	35
57	18	18	20	23	24	82
23	11	8	13	86	97	1
63	87	34	92	27	56	84
6	40	40	40	40	40	97
58	52	52	52	52	52	40
79	22	22	64	75	84	99
61	20	25	91	32	80	6
27	98	25	12	92	72	5
76	94	94	89	17	60	76
4	79	79	79	79	79	4
74	70	66	85	70	69	67
58	45	70	100	83	39	75
64	6	6	6	6	6	12
79	37	37	37	37	37	48
17	61	61	61	61	61	61
54	44	44	44	44	44	76
53	98	98	86	28	32	71
44	37	37	37	37	37	94
26	55	55	55	55	55	75
62	64	82	98	42	7	49
37	25	25	44	69	89	93
73	49	55	6	18	1	92
82	17	17	82	26	2	39
53	20	37	42	53	55	71
10	15	47	49	69	84	97
12	35	35	51	38	2	47
90	88	36	70	36	29	17
84	12	89	14	89	58	13
17	10	10	10	10	10	38
59	66	66	66	66	66	38
37	62	62	62	62	62	62
82	48	11	24	78	7	80
35	19	19	19	19	19	35
16	19	69	50	63	56	57
27	37	49	84	91	91	98
62	77	77	77	77	77	61
86	15	52	50	67	92	67
67	12	12	12	12	12	99
4	30	36	41	70	70	70
54	19	19	17	4	29	20
67	37	37	48	31	10	4
22	14	24	42	48	81	96
87	49	49	49	49	49	52
32	27	27	27	27	27	66
49	11	60	68	87	88	92
79	64	64	97	91	46	5
48	39	82	33	77	22	75
85	3	3	3	3	3	22
56	98	98	61	91	38	62
51	60	53	34	43	7	2
49	41	41	82	20	1	81
1	25	39	94	86	1	6
28	82	82	92	30	73	28
34	42	31	19	15	74	73
86	24	24	24	24	24	41
35	12	12	12	12	12	92
74	6	28	33	52	67	87
7	63	63	63	63	63	71
61	53	53	53	53	53	77
6	55	56	60	82	82	82
56	45	45	45	45	45	75
55	95	95	95	95	95	95
51	97	97	97	97	97	97
3	35	35	35	35	35	20
3	76	76	6	48	31	69
37	49	19	22	18	68	90
11	25	25	25	25	25	76
12	46	71	76	85	88	95
33	93	93	50	2	35	98
3	10	23	35	79	83	93
50	94	94	15	79	63	46
26	79	12	42	60	33	11
9	34	86	73	44	51	7
60	36	87	17	54	62	30
12	93	59	10	50	80	62
75	40	75	81	86	97	99
36	55	55	55	55	55	77
61	52	60	67	72	76	96
29	95	95	95	95	95	100
57	76	76	16	10	37	19
26	74	1	43	16	46	68
78	63	2	65	58	12	71
80	41	41	41	41	41	45
69	19	21	35	53	62	66
50	45	47	60	60	77	93
15	12	12	12	12	12	44
25	29	29	29	29	29	60
53	57	68	95	64	61	14
76	94	94	94	94	94	44
42	96	7	87	25	9	40
28	29	59	60	61	63	66
17	93	18	100	51	52	21
19	88	99	22	86	74	20
90	60	60	14	40	19	59
87	12	32	43	45	67	100
10	60	66	75	81	81	81
19	41	41	52	66	72	99
65	61	61	50	40	79	24
53	52	57	64	76	87	97
19	61	17	7	69	43	18
69	87	19	96	11	88	38
69	21	30	65	70	79	85
14	38	38	74	74	55	73
48	14	14	43	58	77	88
39	13	13	13	13	13	71
50	74	74	25	96	30	73
35	91	91	30	29	31	44
54	6	55	43	43	45	77
63	23	24	36	40	60	91
18	39	39	39	51	79	87
32	23	24	27	44	84	86
38	70	4	99	56	61	67
8	53	53	53	53	53	55
4	80	34	97	96	92	27
23	86	28	48	14	96	51
77	99	85	16	2	28	72
83	6	32	99	20	31	19
66	17	23	15	58	87	78
55	66	37	32	21	65	24
41	66	3	13	69	68	16
40	34	34	34	34	34	75
31	33	33	33	33	33	37
16	92	92	92	92	92	62
65	4	4	31	22	59	67
26	89	89	89	89	89	80
10	29	35	83	53	15	38
63	18	18	40	54	31	66
23	19	19	19	19	19	75
52	82	94	51	31	87	70
11	91	2	49	72	71	5
69	85	23	1	64	96	88
22	7	76	76	95	50	98
28	16	16	16	16	16	48
40	96	96	96	96	96	96
33	47	22	81	14	27	18
65	77	77	77	77	77	94
13	57	72	1	7	10	85
44	8	11	40	45	67	73
30	82	76	62	51	49	96
52	28	28	28	38	67	97
84	58	72	88	23	94	58
24	9	20	24	37	41	42
48	27	27	27	27	27	47
13	45	45	45	45	45	32
68	53	53	53	53	53	94
84	50	73	74	70	20	52
82	23	23	23	23	23	64
41	46	93	18	37	28	96
86	5	5	5	5	5	45
38	31	51	18	34	82	39
20	50	50	50	50	50	72
38	88	73	7	79	53	17
39	1	1	1	1	1	36
83	35	47	32	77	35	31
76	20	21	28	31	62	91
68	48	48	48	48	48	54
56	41	41	65	75	76	86
19	35	35	35	35	35	90
26	76	76	53	99	76	29
19	70	70	70	70	70	74
19	39	60	31	28	89	62
51	45	44	2	41	29	35
43	53	31	58	45	73	99
39	18	21	24	55	78	95
13	58	67	32	31	42	73
57	25	44	45	24	56	74
80	88	88	88	88	88	100
4	89	89	75	94	80	70
30	15	78	49	77	85	43
53	37	37	24	21	2	89
86	4	4	81	89	52	32
12	48	66	70	92	93	97
47	9	9	37	55	87	90
12	97	97	97	97	97	89
75	61	61	61	61	61	27
23	17	42	47	70	95	97
50	18	18	18	18	18	94
20	77	77	40	52	99	24
22	7	63	63	63	80	97
14	58	58	58	58	58	95
11	77	77	62	60	87	26
55	59	69	69	69	82	82
25	30	30	92	4	37	50
52	4	4	4	4	4	66
25	49	49	52	40	45	39
55	79	67	6	92	38	48
67	30	33	60	11	79	65
43	52	52	52	52	52	63
39	51	51	51	68	75	99
63	93	93	37	53	79	22
24	6	6	6	6	6	62
87	20	20	20	20	20	87
60	11	10	9	7	81	13
39	68	24	92	86	5	71
42	43	49	66	75	40	13
84	27	58	83	83	83	85
43	20	20	20	20	20	73
51	94	94	36	79	68	29
59	86	86	86	86	86	86
76	45	45	45	45	45	86
42	42	93	22	38	9	30
83	13	44	96	8	38	27
73	43	43	43	43	43	68
23	17	94	92	7	31	83
22	86	86	86	86	86	82
36	18	48	58	61	76	88
90	93	62	73	54	82	12
35	93	93	93	93	93	93
21	19	2	30	68	9	62
47	7	7	7	7	7	79
5	33	33	33	33	33	24
35	29	29	13	13	62	44
11	47	61	73	73	82	96
5	44	44	78	40	30	24
33	2	44	56	24	44	36
8	43	50	88	75	95	32
71	4	4	38	46	63	94
24	8	8	8	8	8	10
17	53	53	86	97	18	4
1	13	45	24	71	69	57
65	5	21	67	69	82	89
79	27	31	34	39	42	61
87	25	25	20	41	19	99
21	19	26	65	79	86	89
13	51	59	61	63	75	100
1	70	70	70	70	70	54
4	40	40	47	63	68	70
56	61	61	25	23	50	68
4	78	78	83	47	20	76
9	38	38	38	38	38	39
43	11	17	18	34	36	78
11	21	21	21	21	21	37
48	80	80	80	80	80	26
52	10	10	10	10	10	70
23	65	65	65	65	65	65
83	29	40	78	84	1	27
69	12	35	50	51	78	94
17	38	38	38	38	38	67
69	5	12	24	37	40	54
79	97	97	44	34	84	2
50	30	30	92	36	47	67
75	73	73	73	73	73	73
54	21	21	21	21	21	21
31	96	23	58	17	35	58
12	54	54	76	53	79	44
42	82	85	83	47	65	52
67	62	62	62	62	62	84
33	50	50	50	50	50	50
59	100	100	100	100	100	22
66	16	16	16	16	16	76
11	52	52	52	52	52	88
46	91	91	40	89	52	10
87	55	55	55	55	55	79
48	41	71	13	66	50	75
47	58	51	85	77	91	50
77	10	60	73	61	1	5
53	8	7	55	63	24	60
7	20	20	23	24	76	37
58	13	26	36	39	45	64
11	31	58	61	82	90	95
54	6	20	23	22	69	11
67	9	25	35	36	17	14
87	44	44	44	44	44	78
26	1	70	12	74	91	34
5	57	57	57	57	57	84
36	49	61	96	97	7	55
24	26	81	50	40	35	6
57	54	54	54	54	54	54
35	81	81	81	81	81	49
9	50	50	50	50	50	50
11	26	31	42	42	42	43
63	77	77	77	85	96	98
86	13	83	18	62	30	49
58	97	97	97	97	97	9
37	31	31	65	11	71	100
71	15	1	2	93	1	39
8	61	61	25	49	12	96
78	1	1	1	1	1	86
50	43	43	43	43	43	54
42	36	68	85	39	78	84
58	45	87	27	84	11	78
90	56	56	56	56	56	56
72	40	40	52	56	69	80
58	97	13	99	81	49	51
9	2	33	75	13	69	95
1	63	24	18	3	9	80
87	44	66	87	27	57	46
15	71	92	58	42	52	22
47	64	64	64	64	64	64
33	50	50	50	50	50	8
19	11	11	11	11	11	23
40	20	27	47	60	90	97
68	99	56	24	21	33	100
16	5	5	5	5	5	84
1	51	52	61	92	92	92
19	38	38	44	41	56	49
46	37	44	84	99	72	56
20	5	13	31	73	77	92
53	70	70	70	70	70	87
17	89	89	89	89	89	72
47	50	50	63	61	98	45
9	37	37	37	37	37	40
1	21	21	21	21	21	52
7	56	44	20	26	60	20
11	13	13	68	21	37	53
6	39	54	67	73	89	94
47	9	84	93	90	96	4
20	31	36	39	65	85	96
14	42	42	16	45	73	27
9	49	49	30	65	11	31
26	45	45	45	45	45	51
90	9	9	8	26	85	88
19	52	52	52	52	52	47
85	96	54	79	9	31	92
56	50	52	70	83	98	100
31	76	76	76	76	76	50
6	36	37	39	49	64	70
66	57	20	25	38	32	63
86	9	15	61	61	62	92
86	41	41	76	50	18	61
16	78	78	25	89	90	84
54	41	41	41	41	41	30
34	75	75	75	75	75	89
41	81	83	13	73	8	77
14	65	65	65	65	65	81
17	56	56	56	56	56	98
22	4	27	33	35	56	73
73	10	75	36	68	46	52
20	24	24	24	24	24	26
64	79	79	88	50	10	52
16	36	36	96	53	40	16
60	27	27	27	52	64	97
3	63	83	20	31	55	10
45	14	14	14	14	14	82
22	37	40	47	59	80	100
76	1	81	55	36	68	16
90	50	53	53	53	80	85
34	40	53	67	71	72	97
21	14	14	14	14	14	12
6	84	84	84	84	84	95
18	20	90	90	90	90	95
22	100	100	100	100	100	35
43	36	36	36	36	36	85
90	55	77	79	91	91	91
33	6	6	6	6	6	95
49	11	24	44	62	61	4
4	27	29	42	42	44	96
89	44	44	44	44	44	3
18	64	64	89	95	22	14
18	86	86	86	86	86	63
11	57	57	57	57	57	26
25	89	89	89	89	89	5
28	51	50	56	64	83	12
35	12	12	12	12	12	20
23	96	96	27	75	62	80
71	51	51	58	26	33	53
40	56	56	56	56	56	100
47	13	40	12	9	24	28
20	28	38	44	52	61	75
16	13	1	12	75	5	98
88	7	7	7	7	7	13
53	75	75	70	71	9	57
16	71	100	69	19	80	48
1	77	77	98	6	54	63
65	14	14	14	14	14	23
90	81	79	81	23	13	78
2	52	96	44	30	35	2
81	59	59	45	78	10	49
33	86	86	7	75	85	64
48	9	9	9	9	9	7
54	88	22	55	72	21	14
13	18	30	33	53	53	63
29	74	74	74	74	74	74
66	41	94	43	59	84	9
60	21	33	40	67	76	82
29	90	90	90	90	90	16
17	55	55	55	55	55	20
15	24	68	70	97	33	97
14	77	77	77	77	77	77
36	19	20	48	52	54	97
75	87	87	87	87	87	12
88	24	37	43	43	85	88
51	53	53	53	53	53	85
3	48	51	56	59	64	88
47	91	91	75	95	21	78
